Customer_ID,Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend,Customer_Lifetime_Value_AED,Churn_Risk_Score,Device_Type,Preferred_Payment
UAE00100,61,Female,Other,Dubai,Tier 1,Single,Masters,Employed Full-Time,28926,1,1,Weekly,Online,Electronics,1,94,3,1,3.6,Instagram,0,0,22,105,1,0,33,0,3,1,1,0,1,0,2782,7650,32.3,Mobile,Credit Card
UAE00101,25,Male,Filipino,Ajman,Tier 3,Single,Masters,Employed Full-Time,19325,0,0,Weekly,In-Store,Food and Dining,5,2593,4,1,4.9,Instagram,1,1,25,170,7,6,34,3,1,1,1,0,0,1,12834,181815,8.9,Mobile,Digital Wallet
UAE00102,41,Male,Jordanian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,10967,0,1,Bi-Weekly,Both,Home and Living,7,732,3,0,5.8,Snapchat,1,1,0,109,3,5,51,0,3,0,1,1,0,0,6636,197421,43.8,Mobile,Credit Card
UAE00103,28,Female,Egyptian,Fujairah,Tier 3,Single,High School,Employed Full-Time,16199,1,1,Rarely,In-Store,Electronics,18,1763,9,1,2.1,TikTok,0,0,0,5,9,7,63,0,7,0,1,0,0,1,4211,397939,3.8,Mobile,Credit Card
UAE00104,34,Male,Emirati,Ajman,Tier 3,Married,Masters,Employed Full-Time,17110,0,0,Monthly,Online,Food and Dining,8,2320,9,1,6.8,TikTok,1,0,28,46,5,3,78,3,9,1,0,1,1,0,7475,388700,6.6,Mobile,Digital Wallet
UAE00105,25,Female,American,Ajman,Tier 3,Single,High School,Student,4090,1,1,Rarely,Online,Electronics,10,348,6,1,6.8,Snapchat,1,0,21,132,5,0,47,7,0,1,1,1,0,0,2462,96428,37.4,Mobile,Debit Card
UAE00106,52,Female,Emirati,Dubai,Tier 1,Married,High School,Self-Employed,17531,0,0,Bi-Weekly,Both,Sports,8,1411,7,0,5.3,Facebook,0,1,5,14,5,2,66,3,4,1,1,0,0,0,4850,213400,32.4,Mobile,Digital Wallet
UAE00107,52,Female,Filipino,Dubai,Tier 1,Married,High School,Employed Full-Time,24232,1,0,Bi-Weekly,Online,Travel,12,337,7,0,7.4,Facebook,0,1,8,11,9,8,13,0,5,1,1,0,1,1,9398,122173,7.5,Desktop,Debit Card
UAE00108,50,Male,British,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Part-Time,22565,1,1,Monthly,Online,Fashion,16,566,2,1,6.6,Instagram,0,0,18,22,10,9,52,1,3,1,1,0,0,1,8754,606944,0.0,Mobile,Credit Card
UAE00109,22,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Student,4060,1,0,Weekly,Online,Groceries,12,2995,4,1,2.2,Snapchat,0,0,27,106,1,6,93,1,3,1,1,0,0,1,6769,629517,32.9,Desktop,Digital Wallet
UAE00110,59,Female,Indian,Abu Dhabi,Tier 1,Divorced,Masters,Self-Employed,19629,0,1,Daily,Both,Beauty,3,2251,9,0,6.5,Instagram,1,1,4,5,5,1,52,3,3,1,1,0,1,0,10145,131885,30.1,Desktop,BNPL
UAE00111,56,Female,Other,Dubai,Tier 1,Married,Bachelors,Self-Employed,21405,1,1,Weekly,Online,Sports,18,2378,7,0,7.6,Instagram,0,1,20,140,10,2,43,0,2,0,0,1,0,1,7926,511227,0.0,Mobile,Credit Card
UAE00112,58,Male,Egyptian,Abu Dhabi,Tier 1,Married,Masters,Unemployed,1959,0,1,Weekly,Both,Travel,5,2531,6,0,1.5,Twitter X,1,0,16,149,6,1,106,5,9,0,0,0,0,0,4083,180332,33.8,Desktop,Digital Wallet
UAE00113,45,Male,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,7492,0,1,Monthly,In-Store,Luxury,14,391,8,0,7.8,Facebook,1,0,21,79,9,3,98,7,4,0,0,1,1,0,4278,489117,13.2,Mobile,BNPL
UAE00114,24,Female,British,Dubai,Tier 1,Single,Masters,Employed Full-Time,21365,1,0,Bi-Weekly,In-Store,Groceries,16,135,9,1,0.7,Twitter X,1,0,19,24,3,1,61,4,5,1,0,0,1,1,2758,224317,42.7,Desktop,BNPL
UAE00115,26,Male,Filipino,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,4288,1,0,Weekly,Both,Luxury,6,2876,6,1,4.4,Instagram,0,0,11,13,1,3,81,4,2,0,0,0,1,1,4724,191322,46.3,Mobile,Debit Card
UAE00116,25,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,701,1,0,Rarely,In-Store,Food and Dining,16,240,1,0,6.3,YouTube,0,1,5,96,8,10,3,0,2,1,1,0,1,0,2589,10356,16.1,Desktop,Digital Wallet
UAE00117,29,Female,Other,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,5076,1,1,Bi-Weekly,In-Store,Fashion,14,1141,3,1,6.4,Instagram,1,0,28,26,9,6,94,0,8,1,0,0,0,1,2165,237428,0.0,Mobile,Digital Wallet
UAE00118,51,Male,British,Dubai,Tier 1,Married,High School,Employed Full-Time,19564,0,0,Bi-Weekly,Online,Electronics,5,1219,7,1,6.0,LinkedIn,1,1,12,40,6,7,68,0,1,0,1,0,1,1,6310,178783,6.2,Mobile,Digital Wallet
UAE00119,50,Female,Indian,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,5371,0,1,Rarely,In-Store,Groceries,14,1040,8,1,4.5,TikTok,0,1,23,26,5,9,95,4,5,1,1,0,1,1,3361,372510,22.3,Mobile,Credit Card
UAE00120,40,Female,Lebanese,Sharjah,Tier 2,Married,Bachelors,Self-Employed,5074,0,1,Weekly,Both,Travel,11,925,6,1,5.4,Instagram,0,1,7,173,8,5,59,4,7,1,0,1,1,0,4610,249324,36.1,Desktop,Digital Wallet
UAE00121,41,Female,Other,Abu Dhabi,Tier 1,Married,High School,Unemployed,1321,0,1,Monthly,Both,Fashion,9,1997,4,1,5.7,TikTok,0,1,28,30,6,10,54,3,7,0,1,1,0,1,2730,110565,8.0,Desktop,BNPL
UAE00122,54,Female,Indian,Dubai,Tier 1,Divorced,Diploma,Employed Full-Time,4039,1,0,Weekly,Both,Travel,7,1901,0,0,4.2,Instagram,1,0,2,64,6,8,69,7,0,0,1,0,1,1,5262,211795,40.9,Mobile,BNPL
UAE00123,52,Female,Indian,Abu Dhabi,Tier 1,Single,Diploma,Employed Full-Time,8274,1,1,Monthly,Both,Food and Dining,5,2759,8,1,5.0,TikTok,0,0,24,111,9,5,2,2,0,1,1,0,1,1,9446,7871,5.1,Mobile,Debit Card
UAE00124,61,Male,Indian,Dubai,Tier 1,Married,Bachelors,Student,1615,0,1,Rarely,Both,Electronics,15,2671,5,1,6.8,YouTube,0,0,10,73,9,10,68,3,7,0,1,0,1,1,7190,611150,4.3,Mobile,Digital Wallet
UAE00125,57,Male,British,Ras Al Khaimah,Tier 3,Single,Diploma,Employed Full-Time,9496,0,1,Bi-Weekly,Both,Beauty,13,1328,1,1,2.8,TikTok,0,0,28,88,1,10,44,3,0,1,0,1,1,1,5672,270365,37.7,Desktop,Digital Wallet
UAE00126,39,Male,Egyptian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,16992,1,1,Daily,In-Store,Groceries,12,2228,9,0,4.4,Snapchat,1,1,19,124,2,2,38,6,2,1,1,0,0,0,5012,190456,62.4,Mobile,Credit Card
UAE00127,44,Male,Egyptian,Abu Dhabi,Tier 1,Single,High School,Student,1150,1,0,Daily,In-Store,Groceries,15,888,9,0,0.6,LinkedIn,0,0,0,166,1,0,60,7,8,1,0,1,0,0,951,71325,77.6,Desktop,Debit Card
UAE00128,52,Male,Other,Dubai,Tier 1,Married,High School,Employed Full-Time,16018,0,0,Weekly,Both,Beauty,19,1008,1,1,5.7,Snapchat,1,0,24,146,2,8,116,1,2,0,1,0,1,1,7793,1431314,30.8,Mobile,Digital Wallet
UAE00129,18,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12072,1,0,Monthly,Both,Sports,19,1450,9,1,2.0,TikTok,1,0,13,137,3,2,27,5,1,0,1,1,0,0,7822,334390,51.2,Mobile,Credit Card
UAE00130,52,Female,Indian,Abu Dhabi,Tier 1,Single,High School,Employed Part-Time,17348,1,1,Weekly,Both,Home and Living,10,1605,0,0,4.1,YouTube,1,1,28,128,2,0,91,3,0,1,1,0,1,0,5632,427093,31.3,Mobile,Cash on Delivery
UAE00131,54,Female,Indian,Dubai,Tier 1,Single,Diploma,Employed Full-Time,17910,0,0,Weekly,Online,Food and Dining,17,1272,3,1,2.1,Instagram,0,0,20,38,6,10,15,7,0,0,0,1,0,1,8287,176098,17.0,Mobile,BNPL
UAE00132,64,Female,Pakistani,Abu Dhabi,Tier 1,Married,High School,Student,2945,0,0,Monthly,Online,Groceries,16,888,9,0,0.7,Snapchat,1,1,28,149,4,1,39,3,9,0,0,0,0,1,2893,150436,26.2,Mobile,BNPL
UAE00133,31,Male,Pakistani,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,20065,0,0,Weekly,Online,Beauty,5,2318,1,0,4.1,Twitter X,1,1,23,71,5,2,38,3,2,1,1,0,0,0,7723,122280,12.8,Mobile,Credit Card
UAE00134,20,Female,Egyptian,Dubai,Tier 1,Married,Masters,Employed Full-Time,24821,0,1,Monthly,Online,Luxury,4,2093,9,1,3.7,Instagram,1,0,12,140,10,7,54,6,5,0,0,1,0,1,10372,186696,22.4,Desktop,Credit Card
UAE00135,18,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,15818,1,1,Weekly,Both,Groceries,10,1483,8,0,3.7,Facebook,0,1,14,36,9,7,63,6,6,0,0,1,0,1,6271,329227,8.0,Mobile,Cash on Delivery
UAE00136,22,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,22787,0,1,Daily,Online,Beauty,6,2740,1,1,2.1,Instagram,0,0,22,122,2,1,58,7,5,1,1,0,0,1,9134,264886,58.9,Mobile,Credit Card
UAE00137,43,Male,Filipino,Ajman,Tier 3,Married,Masters,Self-Employed,10887,1,1,Weekly,In-Store,Sports,11,1218,8,1,7.6,Instagram,1,0,20,11,3,5,62,3,5,1,1,0,1,0,5746,326564,21.2,Mobile,Digital Wallet
UAE00138,31,Female,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,14856,0,1,Rarely,Online,Travel,11,2585,0,1,0.5,Instagram,1,1,7,128,10,1,78,2,8,1,0,0,1,1,9519,680608,10.2,Mobile,Debit Card
UAE00139,56,Female,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Student,1297,1,0,Bi-Weekly,Online,Groceries,16,2949,6,0,7.2,YouTube,0,0,14,27,1,6,18,1,3,1,1,1,1,1,4454,106896,40.8,Mobile,Credit Card
UAE00140,44,Male,Indian,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,4728,1,0,Weekly,Online,Beauty,14,2451,5,1,6.0,LinkedIn,1,0,12,74,2,9,29,4,4,1,1,0,0,0,1500,50750,41.2,Mobile,Credit Card
UAE00141,26,Male,Pakistani,Abu Dhabi,Tier 1,Married,Bachelors,Self-Employed,5287,0,1,Bi-Weekly,Both,Food and Dining,19,997,5,1,1.8,Instagram,1,1,0,81,1,10,71,7,0,1,1,0,1,0,2893,325221,75.2,Mobile,BNPL
UAE00142,32,Male,Emirati,Sharjah,Tier 2,Married,Diploma,Employed Full-Time,8001,1,1,Monthly,Both,Electronics,4,210,1,1,4.0,Instagram,0,0,10,107,9,10,57,5,3,0,1,1,1,1,3065,58235,27.2,Mobile,Cash on Delivery
UAE00143,32,Male,Other,Dubai,Tier 1,Divorced,Masters,Self-Employed,29468,0,0,Weekly,Both,Groceries,5,513,0,0,7.9,TikTok,1,1,19,65,3,2,102,0,9,0,1,1,0,1,12488,530740,14.5,Mobile,Debit Card
UAE00144,43,Male,Emirati,Sharjah,Tier 2,Divorced,Bachelors,Self-Employed,5375,1,1,Monthly,Both,Home and Living,19,2312,9,1,5.3,Snapchat,0,0,14,162,3,7,24,4,5,0,1,0,0,0,2429,92302,50.1,Mobile,Debit Card
UAE00145,59,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,18970,1,1,Weekly,Both,Electronics,17,2677,7,1,1.5,LinkedIn,1,0,20,127,7,2,38,1,6,0,0,0,1,0,11013,592866,12.0,Mobile,Debit Card
UAE00146,30,Male,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,16078,1,0,Weekly,In-Store,Home and Living,18,2025,7,0,3.9,YouTube,1,1,3,34,1,9,6,3,1,1,0,1,1,0,7315,65835,58.3,Mobile,BNPL
UAE00147,49,Female,Other,Dubai,Tier 1,Single,Diploma,Employed Full-Time,4024,0,1,Bi-Weekly,Online,Electronics,8,1265,1,0,4.0,Facebook,1,0,5,64,9,5,20,4,9,1,1,0,1,0,5046,67280,12.2,Tablet,Debit Card
UAE00148,56,Female,Indian,Ajman,Tier 3,Married,Bachelors,Employed Part-Time,21538,0,0,Weekly,Online,Travel,4,2585,3,0,6.5,Snapchat,0,0,24,17,7,0,118,3,5,1,1,1,1,1,8069,317380,0.0,Mobile,Digital Wallet
UAE00149,49,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,1126,1,0,Rarely,Online,Luxury,18,2322,3,1,7.4,Instagram,1,1,11,179,9,7,42,7,2,1,1,1,0,1,4808,302904,35.5,Desktop,BNPL
UAE00150,21,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,31677,1,0,Daily,Online,Electronics,11,758,1,0,1.1,Instagram,0,1,0,105,8,6,100,5,6,1,0,0,1,0,7654,701616,37.0,Mobile,BNPL
UAE00151,47,Male,Indian,Dubai,Tier 1,Married,Diploma,Employed Full-Time,19583,0,1,Monthly,Online,Electronics,14,210,8,1,2.9,Snapchat,1,1,9,89,5,0,74,2,8,1,1,0,0,0,1767,152551,32.2,Desktop,Credit Card
UAE00152,54,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,8706,1,1,Weekly,Online,Sports,13,1834,3,1,2.7,Snapchat,1,1,26,108,3,6,22,7,3,1,1,0,1,0,5480,130606,42.5,Desktop,Cash on Delivery
UAE00153,40,Male,Egyptian,Fujairah,Tier 3,Single,Bachelors,Self-Employed,17663,1,1,Monthly,Both,Groceries,16,1994,3,0,8.0,LinkedIn,0,1,17,176,9,10,33,2,7,1,1,0,1,1,7672,337568,8.2,Mobile,Credit Card
UAE00154,56,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,19844,1,1,Daily,Both,Home and Living,12,2552,3,0,4.7,TikTok,0,1,0,139,5,4,87,5,9,0,1,0,0,1,5401,469887,55.1,Tablet,Credit Card
UAE00155,62,Female,Emirati,Dubai,Tier 1,Married,High School,Employed Full-Time,13412,0,1,Rarely,Online,Fashion,9,2642,4,0,7.1,Instagram,0,1,6,148,9,1,46,5,5,1,1,1,0,1,6976,240672,30.3,Mobile,BNPL
UAE00156,32,Male,Jordanian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,22540,1,0,Weekly,Both,Fashion,7,2126,9,0,3.7,TikTok,0,1,29,68,3,0,114,1,2,1,0,1,1,0,5734,381311,12.2,Mobile,BNPL
UAE00157,60,Male,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Part-Time,16547,1,0,Monthly,Both,Fashion,10,816,7,0,5.9,YouTube,1,0,1,162,6,1,54,5,2,1,0,1,0,0,6891,310095,59.5,Desktop,Debit Card
UAE00158,46,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,11943,0,0,Bi-Weekly,Online,Fashion,17,2077,3,1,2.6,Twitter X,1,0,24,42,2,5,105,4,2,1,1,0,1,1,6921,1029498,34.6,Desktop,Debit Card
UAE00159,53,Female,Indian,Abu Dhabi,Tier 1,Married,High School,Self-Employed,12911,1,1,Bi-Weekly,Both,Groceries,18,234,2,0,7.3,Instagram,1,0,7,169,3,1,42,2,3,0,0,0,0,0,3111,195993,44.9,Mobile,Digital Wallet
UAE00160,30,Male,Other,Dubai,Tier 1,Single,High School,Employed Full-Time,11486,1,0,Weekly,Online,Sports,7,1946,0,1,3.9,LinkedIn,0,1,25,145,2,5,51,5,1,1,1,1,1,1,7082,210689,47.8,Mobile,Credit Card
UAE00161,49,Male,Indian,Ras Al Khaimah,Tier 3,Married,Bachelors,Employed Full-Time,5105,1,1,Monthly,Online,Beauty,3,2454,1,1,6.5,TikTok,0,0,0,12,2,7,68,1,4,1,1,0,0,0,2735,46495,39.3,Mobile,Digital Wallet
UAE00162,24,Female,Other,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,7769,0,1,Weekly,In-Store,Home and Living,15,2589,3,1,2.4,TikTok,1,0,18,68,5,7,85,7,7,1,1,0,1,1,7517,798681,38.7,Mobile,BNPL
UAE00163,39,Male,Lebanese,Dubai,Tier 1,Married,Masters,Employed Full-Time,30263,0,0,Monthly,In-Store,Beauty,16,782,8,1,5.7,TikTok,1,0,5,41,10,5,56,6,6,1,1,0,0,1,8145,608160,22.9,Desktop,Debit Card
UAE00164,45,Female,Emirati,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,14112,1,1,Bi-Weekly,Online,Groceries,17,1905,0,0,3.5,Snapchat,1,0,10,142,4,4,77,1,8,1,0,0,0,0,6612,721259,33.1,Mobile,Debit Card
UAE00165,19,Male,Other,Abu Dhabi,Tier 1,Divorced,High School,Employed Full-Time,15271,0,1,Rarely,In-Store,Fashion,13,1671,5,1,0.7,Snapchat,1,0,18,4,4,3,42,6,2,1,0,1,1,1,3874,176267,35.2,Mobile,Credit Card
UAE00166,59,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,8731,1,0,Bi-Weekly,Both,Groceries,3,627,5,0,3.6,Facebook,1,1,24,126,8,5,13,6,3,0,1,0,0,0,3612,11739,18.7,Mobile,Digital Wallet
UAE00167,62,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,15361,0,1,Weekly,Both,Home and Living,5,2211,9,0,4.6,Snapchat,1,1,27,77,6,4,54,1,7,1,0,1,0,1,6266,140985,7.8,Mobile,BNPL
UAE00168,23,Male,Jordanian,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,20087,1,0,Bi-Weekly,Both,Sports,9,427,2,1,1.6,Instagram,1,0,9,74,10,9,12,4,9,1,0,0,0,1,5539,49851,19.9,Mobile,Debit Card
UAE00169,45,Male,British,Abu Dhabi,Tier 1,Married,Masters,Student,891,0,1,Daily,Both,Beauty,18,1358,9,0,1.9,Instagram,1,1,15,142,2,3,88,5,2,0,1,0,0,0,1853,244596,53.0,Mobile,BNPL
UAE00170,45,Male,Egyptian,Ajman,Tier 3,Single,High School,Employed Part-Time,18041,1,0,Weekly,Both,Home and Living,11,146,8,0,4.0,LinkedIn,0,0,15,9,1,5,35,4,0,1,1,0,0,0,1854,59482,39.1,Tablet,Cash on Delivery
UAE00171,61,Male,Indian,Dubai,Tier 1,Married,Masters,Self-Employed,11237,1,1,Weekly,Online,Fashion,11,891,9,0,3.1,Facebook,0,1,9,171,5,8,83,1,1,1,0,1,1,0,2917,221935,31.7,Desktop,Debit Card
UAE00172,61,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Student,4481,0,1,Monthly,Both,Travel,16,2221,2,0,3.8,TikTok,1,0,17,148,7,8,9,0,9,1,0,0,0,1,5298,63576,8.7,Mobile,Cash on Delivery
UAE00173,37,Male,Lebanese,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,7330,1,1,Monthly,Both,Travel,8,205,0,1,4.0,Instagram,0,0,21,1,5,7,13,7,9,1,1,0,0,1,2688,23296,24.7,Desktop,Debit Card
UAE00174,47,Female,Indian,Fujairah,Tier 3,Married,PhD,Self-Employed,38136,0,0,Daily,Online,Groceries,2,2207,1,1,1.6,Instagram,1,0,17,108,4,9,22,6,7,0,1,0,1,1,14335,52561,43.5,Desktop,Credit Card
UAE00175,28,Female,Indian,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,16643,0,0,Bi-Weekly,In-Store,Beauty,10,102,3,1,1.9,TikTok,1,1,2,93,5,0,40,6,6,0,1,0,1,1,4185,139500,51.7,Desktop,Credit Card
UAE00176,45,Female,Emirati,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,29471,1,0,Weekly,In-Store,Home and Living,6,1752,3,1,6.9,Instagram,0,1,11,72,10,8,36,5,3,1,1,1,0,1,8187,147366,15.3,Mobile,Debit Card
UAE00177,42,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,22254,1,0,Weekly,Online,Beauty,4,2685,1,0,1.7,TikTok,1,0,9,17,8,4,117,5,7,0,1,1,0,1,12229,476931,17.8,Mobile,Credit Card
UAE00178,56,Male,Other,Ras Al Khaimah,Tier 3,Single,Bachelors,Employed Full-Time,7621,0,0,Daily,Online,Travel,5,775,9,1,5.5,Twitter X,1,0,27,89,5,10,92,4,2,1,1,0,0,1,4613,176831,26.2,Mobile,Credit Card
UAE00179,50,Female,Pakistani,Ajman,Tier 3,Married,Masters,Employed Full-Time,29237,1,1,Monthly,Online,Sports,11,1767,5,0,3.6,TikTok,0,0,15,20,9,2,41,4,0,1,1,0,1,0,11331,425856,2.7,Mobile,Digital Wallet
UAE00180,18,Female,Other,Dubai,Tier 1,Married,Masters,Employed Full-Time,22811,1,0,Rarely,Both,Sports,12,1463,5,0,7.8,LinkedIn,1,1,24,59,10,7,7,0,3,0,1,1,1,1,8972,62804,0.0,Mobile,Digital Wallet
UAE00181,44,Female,Pakistani,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,28229,0,1,Weekly,Online,Beauty,16,94,2,1,1.0,Facebook,1,1,8,141,7,7,94,4,5,1,1,0,0,1,9519,1193048,36.2,Mobile,Digital Wallet
UAE00182,30,Male,British,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12503,0,1,Weekly,Online,Electronics,14,985,0,1,6.7,Instagram,0,1,29,121,2,8,95,4,5,0,0,0,1,1,4385,486004,30.8,Mobile,Credit Card
UAE00183,58,Male,Indian,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,21158,1,1,Weekly,Online,Electronics,14,1736,9,0,4.2,Facebook,1,1,17,77,9,1,117,5,3,1,1,0,1,1,9067,1237645,5.3,Desktop,Credit Card
UAE00184,20,Female,Indian,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,33040,1,1,Rarely,Both,Fashion,15,1190,8,0,0.5,Instagram,0,0,12,175,2,9,55,2,7,1,1,1,0,0,4569,314118,53.9,Mobile,Credit Card
UAE00185,56,Female,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,33950,0,0,Daily,Both,Fashion,8,2219,3,0,2.5,Facebook,1,1,23,50,6,3,75,0,8,0,1,0,1,1,8983,449150,0.9,Mobile,Digital Wallet
UAE00186,23,Female,Indian,Fujairah,Tier 3,Single,High School,Employed Full-Time,17761,1,1,Bi-Weekly,In-Store,Food and Dining,5,2579,8,1,3.6,Instagram,0,0,13,94,8,9,94,6,1,0,1,0,1,1,7645,299429,28.0,Tablet,Cash on Delivery
UAE00187,25,Female,Filipino,Dubai,Tier 1,Married,Bachelors,Employed Part-Time,14023,1,0,Monthly,Online,Groceries,9,2775,4,1,2.9,TikTok,0,0,18,168,2,1,79,2,2,1,0,0,1,0,4412,261411,47.2,Tablet,Debit Card
UAE00188,44,Female,Other,Dubai,Tier 1,Single,Masters,Employed Full-Time,26847,0,0,Weekly,In-Store,Travel,16,1473,6,0,3.2,Snapchat,1,1,13,135,6,5,13,5,7,1,1,0,0,1,11500,199333,35.1,Desktop,Credit Card
UAE00189,26,Male,Egyptian,Dubai,Tier 1,Married,Bachelors,Student,1966,1,1,Bi-Weekly,Both,Luxury,3,1734,2,1,7.4,Instagram,0,0,1,55,5,0,99,7,0,1,1,1,0,0,3078,76180,46.3,Tablet,BNPL
UAE00190,54,Male,Indian,Dubai,Tier 1,Single,Bachelors,Self-Employed,9939,1,0,Daily,Both,Luxury,12,549,2,0,3.2,Instagram,0,0,10,51,7,9,99,0,0,0,1,0,0,0,2923,289377,2.5,Mobile,Debit Card
UAE00191,50,Male,Emirati,Dubai,Tier 1,Divorced,Masters,Employed Full-Time,17260,1,0,Monthly,Both,Fashion,7,123,7,1,3.6,TikTok,1,1,25,76,10,2,20,0,6,0,1,0,0,1,5819,67888,0.0,Tablet,Debit Card
UAE00192,59,Male,Indian,Dubai,Tier 1,Married,Bachelors,Self-Employed,6846,1,1,Weekly,Online,Groceries,17,2246,0,0,6.2,TikTok,0,0,7,130,5,1,107,0,9,1,0,0,1,1,4882,740029,35.3,Mobile,BNPL
UAE00193,61,Female,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,10817,1,0,Rarely,Online,Fashion,15,1610,7,1,6.5,LinkedIn,1,1,2,14,3,6,58,4,6,0,0,0,0,0,6920,501699,47.5,Mobile,Digital Wallet
UAE00194,41,Male,Lebanese,Ajman,Tier 3,Single,Masters,Employed Full-Time,11915,1,1,Rarely,Online,Food and Dining,15,941,7,0,1.1,Instagram,1,0,14,106,6,7,23,1,6,0,1,0,0,1,2589,74433,13.4,Mobile,Credit Card
UAE00195,32,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Student,1219,0,1,Monthly,Both,Travel,12,1939,2,0,5.8,TikTok,0,0,12,145,7,1,53,3,4,1,0,1,0,0,2873,152269,27.4,Mobile,Credit Card
UAE00196,49,Male,Emirati,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,30006,0,1,Bi-Weekly,In-Store,Fashion,2,1127,0,0,4.1,TikTok,0,0,7,77,1,8,37,1,6,1,0,1,0,1,7868,48519,50.6,Mobile,Cash on Delivery
UAE00197,49,Male,Filipino,Dubai,Tier 1,Divorced,Bachelors,Student,3972,1,1,Monthly,Both,Fashion,8,1296,8,1,1.5,TikTok,1,0,12,129,8,10,20,4,8,1,1,0,0,1,4578,61040,18.5,Mobile,Credit Card
UAE00198,41,Male,Pakistani,Sharjah,Tier 2,Married,Bachelors,Employed Part-Time,7331,1,1,Weekly,Both,Beauty,5,522,3,1,2.5,Snapchat,0,0,15,119,8,0,19,4,5,1,0,0,0,1,3589,28412,19.7,Desktop,Credit Card
UAE00199,58,Male,Egyptian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,13081,0,1,Weekly,Both,Fashion,3,1389,6,1,0.8,Instagram,1,0,21,111,4,1,108,6,5,1,0,1,1,1,3607,97389,38.4,Mobile,Credit Card
UAE00200,29,Female,Filipino,Abu Dhabi,Tier 1,Married,Diploma,Employed Full-Time,21762,1,1,Daily,Online,Luxury,1,2267,8,0,3.2,Twitter X,0,1,0,1,8,2,18,6,2,0,1,1,1,0,11404,17106,22.4,Mobile,Credit Card
UAE00201,56,Male,British,Dubai,Tier 1,Single,Bachelors,Employed Full-Time,24968,1,0,Bi-Weekly,Online,Luxury,16,750,2,0,2.4,Snapchat,0,0,29,111,3,1,68,3,6,1,0,0,1,1,5191,470650,27.9,Desktop,Debit Card
